"address","attributes.ByAppointmentOnly","business_id","categories","city","hours","is_open","latitude","longitude","name","postal_code","review_count","stars","state","attributes.BusinessAcceptsCreditCards","hours.Friday","hours.Monday","hours.Saturday","hours.Thursday","hours.Tuesday","hours.Wednesday","attributes.BikeParking","attributes.BusinessParking","attributes.Caters","attributes.CoatCheck","attributes.DogsAllowed","attributes.HappyHour","attributes.HasTV","attributes.OutdoorSeating","attributes.RestaurantsDelivery","attributes.RestaurantsPriceRange2","attributes.RestaurantsReservations","attributes.RestaurantsTakeOut","attributes.WheelchairAccessible","attributes.WiFi","hours.Sunday","attributes.Alcohol","attributes.GoodForKids","attributes.Ambience","attributes.DriveThru","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsTableService","attributes","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.GoodForDancing","attributes.Music","attributes.Smoking","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"3540-44 Indian Queen Ln",NA,"0TAkS6vEkkHI8lrF-GBR3w","Performing Arts, Arts & Entertainment, Cinema","Philadelphia",NA,1,40.0099316,-75.1895846,"Old Academy Players","19129",5,5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007 N Orange St",NA,"eQkBIPUyTuA9L8tfoxyfwg","Cinema, Arts & Entertainment","Wilmington",NA,1,39.746771,-75.5492921,"Theatre N","19801",19,5,"DE",NA,"16:0-22:30",NA,"12:0-22:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'free'","11:0-20:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410 S Orchard St, Ste 108","True","hjl3CqEbRqm6v96OxPZvpg","Arts & Entertainment, Active Life, Escape Games, Challenge Courses, Cinema","Boise",NA,1,43.6005888,-116.2430592,"Escape This Live","83705",46,4.5,"ID","True","10:0-22:0","10:0-21:0","10:0-22:0","10:0-21:0","10:0-21:0","10:0-21:0","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,"True",NA,"11:30-21:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8702 Keystone Crossing, Ste 201A","False","if-kyg8Y8a8P2_r37f_2Jw","Arts & Entertainment, Cinema","Indianapolis",NA,1,39.9148243349,-86.1111027188,"Keystone Art Cinema","46240",139,4,"IN",NA,"13:0-23:0","13:0-23:0","13:0-23:0","13:0-23:0","13:0-23:0","13:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:0-23:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110 Upland Square Dr.",NA,"UJbZoQqstlra28-fxAbt9g","Arts & Entertainment, Cinema, Arcades","Pottsgrove",NA,1,40.2683576,-75.6580853,"AMC Classic Pottsgrove 12","19464",37,2.5,"PA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818 Market St",NA,"2ux3_u9mIn7G7vDCcS8KKw","Arts & Entertainment, Performing Arts, Cinema","Wilmington",NA,1,39.7437331,-75.548322,"The Grand Opera House","19801",34,3.5,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7999 Citrus Town Center Park Mall","False","Vy7Kg03GUYyeu0IZ035AOQ","Cinema, Arts & Entertainment","Tampa",NA,1,28.069575,-82.576081,"Regal Citrus Park","33625",103,2.5,"FL",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10815 82 Avenue NW",NA,"VHjsCzSCNPwtVYKHK86Q8w","Cinema, Arts & Entertainment, Videos & Video Game Rental, Books, Mags, Music & Video, Shopping","Edmonton",NA,1,53.5176712,-113.5101723,"The Lobby","T6E 2B2",7,4.5,"AB",NA,"13:0-21:0","13:0-21:0","13:0-21:0","13:0-21:0","13:0-21:0","13:0-21:0","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103 E Main St",NA,"HkVgsMQ4xiOqtcEcj4CPgQ","Arts & Entertainment, Cinema","Belleville",NA,1,38.5139796,-89.9826978,"Lincoln Theatre","62220",29,4,"IL",NA,"12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17 W Congress St",NA,"gKpsoVjBEnrNkzaOfxpOUA","Performing Arts, Cinema, Arts & Entertainment, Nightlife, Music Venues","Tucson",NA,1,32.2220224,-110.9716152,"Fox Tucson Theatre","85707",85,4,"AZ","True","12:0-16:0",NA,NA,"12:0-16:0","12:0-16:0","12:0-16:0","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,"False","False","False",NA,"2",NA,NA,NA,"u'no'",NA,"u'full_bar'","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,NA,"True",NA,NA,"u'average'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","u'no'",NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
"37912 Us Highway 19 N",NA,"tM7KPV5JwhsNThyxcrAeEQ","Cinema, Dinner Theater, Arts & Entertainment, Restaurants","Palm Harbor",NA,1,28.1164830293,-82.7411479026,"AMC Classic Palm Harbor 10","34684",40,3,"FL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105 Gallatin Pike N","False","Wh1HWcfxiz2cCpo3BpPdqA","Hobby Shops, Comic Books, Music & DVDs, Videos & Video Game Rental, Cinema, Arts & Entertainment, Video Game Stores, Bookstores, Books, Mags, Music & Video, Shopping","Madison",NA,1,36.2632806,-86.711817,"The Great Escape","37115",17,3,"TN","True","12:0-19:0","0:0-0:0","12:0-19:0","12:0-19:0",NA,"10:0-18:0","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"True",NA,"12:0-19:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618 State St",NA,"boTwyOpii_MfFwwo6gPp6w","Cinema, Arts & Entertainment","Santa Barbara",NA,1,34.4183674,-119.6970762,"Metropolitan Metro 4 Theatre","93101",60,3,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400 Route 38",NA,"KZdBETiY-yH0Vtolq8EACg","Arts & Entertainment, Cinema","Moorestown",NA,1,39.942775,-74.962707,"Regal Moorestown Mall & RPX","08057",90,3.5,"NJ",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830 S 1st Capitol Dr",NA,"ITkPvNhsGWPkGStK1BFvhQ","Cinema, Arts & Entertainment","Saint Charles",NA,1,38.7626317,-90.5265208,"Marcus St Charles Cinema","63303",80,2.5,"MO","True","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-21:0","12:0-22:0",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,"False",NA,NA,NA,NA,"2",NA,NA,NA,NA,"12:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empire Theatres, 10200 102 Ave",NA,"VEVb6fbs9RCw4Symuz3fPg","Arts & Entertainment, Cinema","Edmonton",NA,0,53.5432787,-113.4943022,"Empire Theatres City Centre 9 Cinemas","T5J 1W5",33,3.5,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7701 W Overland Road","False","rfVdpW6TE_xFcBzta8oE6g","Cinema, Arts & Entertainment","Boise",NA,1,43.589176,-116.277838,"Regal Edwards Boise IMAX, 4DX & ScreenX","83709",100,3.5,"ID",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941 N Front St",NA,"s5fhYkNDZd2oyyD5M_S-4Q","Music Venues, Nightlife, Active Life, Cinema, Arts & Entertainment","Philadelphia",NA,0,39.9639028,-75.1377991,"941 Theater","19123",19,4.5,"PA","True",NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,"True",NA,"1",NA,NA,NA,NA,NA,"u'none'","False",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4777 West Chester Pike",NA,"EeUQTs0cBfqpj7YVsG55XA","Arts & Entertainment, Cinema, Performing Arts","Newton Square",NA,1,39.9781964349,-75.4392398032,"Regal Edgmont Square","19073",59,3.5,"PA",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5755 W Arizona Pavilions Dr",NA,"LFtwjMZrn0PUAiB4yiSn-w","Cinema, Arts & Entertainment","Tucson",NA,1,32.351726,-111.087577,"Harkins Theatres Arizona Pavilions 12","85743",47,4,"AZ",NA,"10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,"True",NA,NA,"10:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250 Victorian Ave",NA,"TWeXYA7TJfS2SMyp_T3g8Q","Cinema, Arts & Entertainment","Sparks",NA,0,39.5365112464,-119.7587089655,"Cinemark Theaters","89431",5,4,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227 Bridge St","False","lOeoJBZ9SYS8AYvfvyJa1Q","Music Venues, Nightlife, Cinema, Performing Arts, Arts & Entertainment","Phoenixville",NA,1,40.1340719,-75.5175248,"The Colonial Theatre","19460",52,4.5,"PA","True","16:30-22:0",NA,"12:30-22:0","16:30-22:0",NA,"12:30-22:0","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,"False",NA,"False","False",NA,"1",NA,NA,"True","u'free'","12:30-22:0","u'beer_and_wine'","True","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,NA,"True",NA,NA,"u'quiet'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","u'no'",NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
"754 Gravois Bluffs Blvd.",NA,"BSXC6c3NZ_xNCIBc9BRC8w","Cinema, Arts & Entertainment","Fenton",NA,1,38.505147,-90.449233,"Regal Gravois Bluffs","63026",41,3.5,"MO",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4450 S Houghton Rd",NA,"VYxrHNOejfrik0e0qk2eGQ","Drive-In Theater, Arts & Entertainment, Cinema","Tucson",NA,1,32.1722708,-110.775444,"Cactus Drive In Theatre","85730",5,2,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570 Opry Mills Drive",NA,"KyBrpwdyozINXJVeIjELiA","Cinema, Arts & Entertainment","Nashville",NA,1,36.206095,-86.694767,"Regal Opry Mills IMAX, 4DX & ScreenX","37214",110,3.5,"TN",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745 E 9th St, Ste 810",NA,"azrVoXsO-fMRxuOmoYUvog","Cinema, Arts & Entertainment","Indianapolis",NA,1,39.7795430641,-86.1440469432,"Living Room Theatres Indy","46202",54,4,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707 Neshaminy Mall",NA,"_5vE7CRfcUPHLIDixqtrMg","Shopping, Food, Arcades, Cinema, Arts & Entertainment, Coffee & Tea, Restaurants, Shopping Centers","Bensalem",NA,1,40.139465,-74.955658,"Neshaminy Mall","19020",60,3.5,"PA","True","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,"False","None","2","False","None","True","u'no'","11:0-18:0","u'none'","True",NA,NA,"'casual'","True","False",NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,"False","False","'yes_free'",NA,NA,NA,NA,NA
"401 S. Mount Juliet Road, Suite 490",NA,"JDovG5FbFiEMsKsV0aiVYQ","Arts & Entertainment, Cinema","Mt. Juliet",NA,1,36.164409,-86.510122,"Regal Providence","37122",50,3,"TN",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633 Frazier Drive",NA,"79aGkfKh28Dlm8zf5lATng","Arts & Entertainment, Cinema","Franklin",NA,1,35.9429324,-86.8237984,"AMC Dine-In Thoroughbred 20","37068",235,2.5,"TN",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719 Thompson Ln",NA,"-ZuicuSamsRhuJhZZp7Lkg","Arts & Entertainment, Cinema","Nashville",NA,1,36.106041167,-86.7621335058,"Regal Hollywood 4DX, ScreenX & RPX - Nashville","37204",128,3,"TN",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025 Golfway Dr","False","Q_KeohdvCkK1LM-QSA5I5Q","Arts & Entertainment, Cinema","Saint Charles",NA,1,38.789395,-90.539042,"St Andrews Cinema","63301",27,3.5,"MO",NA,"15:45-0:30","16:15-20:30","11:45-0:30","16:15-20:30","16:15-20:30","16:15-20:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:45-21:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7040 Marketplace Dr",NA,"WVjTQEKfor6t7QzaM6m9pQ","Cinema, Arts & Entertainment","Goleta",NA,1,34.4294,-119.8726201,"Metropolitan Camino Real Cinemas","93117",52,3,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701 S Belt W","False","-CoSh2bjDUFPDPjPe43zXA","Active Life, Shopping, Restaurants, Cinema, Arcades, Mini Golf, Arts & Entertainment, Laser Tag, Hobby Shops","Belleville",NA,1,38.5038017,-89.9947932,"The Edge","62220",73,3.5,"IL","True","14:0-22:0","14:0-22:0","12:0-22:0","14:0-22:0","14:0-22:0","14:0-22:0","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","u'free'","12:0-20:0",NA,"True",NA,NA,"u'casual'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11211 142 Street NW",NA,"AIlB7b7E0P8xVA8EUADhRA","Cinema, Arts & Entertainment","Edmonton",NA,1,53.5610024,-113.5636254,"Imax Theatre","T5M 4A1",13,4.5,"AB",NA,"10:0-20:0","10:0-17:0","10:0-20:0","10:0-17:0","10:0-17:0","10:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-17:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325 Minor St",NA,"ZDDWzQ8C9UwnirYd2u8Kjw","Cinema, Tours, Performing Arts, Museums, Hotels & Travel, Arts & Entertainment","Kenner",NA,1,29.974362,-90.247531,"Rivertown Theaters for the Performing Arts","70062",9,4.5,"LA",NA,"10:0-15:0",NA,NA,"10:0-15:0","10:0-15:0","10:0-15:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020 Sherwood Drive",NA,"_JfYsP4TR9eTEw8_G3Ivdg","Cinema, Arts & Entertainment","Sherwood Park",NA,1,53.531001,-113.2933251,"Cineplex Sherwood Park","T8A 3H9",24,3,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70 S Main St",NA,"FekxeojckSKrj0cbENO_Eg","Arts & Entertainment, Performing Arts, Cinema","New Hope",NA,1,40.362391,-74.9502403,"Bucks County Playhouse","18938",38,4,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200 Elmwood Park Blvd","False","99xTcKwadFwSxB2i76GT3g","Cinema, Arts & Entertainment","Harahan",NA,1,29.962263,-90.191573,"AMC Elmwood Palace 20","70123",206,3,"LA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6706 Clayton Road",NA,"_MqQQaJuulw7CqiNsaG96A","Cinema, Arts & Entertainment","Saint Louis",NA,1,38.634286,-90.3166897,"AMC Esquire 7","63117",106,3.5,"MO",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311 Lombard Street",NA,"aBQJ0IJOqvFk9NF5LAekGA","Arts & Entertainment, Cinema","St Charles",NA,1,38.765232,-90.492861,"AMC Streets of St Charles 8","63303",82,3,"MO",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002 Arena Pkwy",NA,"OB2bfHPe0MZJFyAhKKpaDA","Arts & Entertainment, Cinema, Venues & Event Spaces, Event Planning & Services, Stadiums & Arenas","St Charles",NA,1,38.7478425,-90.5094937,"The Family Arena","63303",40,3,"MO","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412 Chestnut St",NA,"MbFiVsqtIt75yrUNd8LT3Q","Arts & Entertainment, Music Venues, Cinema, Performing Arts, Nightlife","Philadelphia",NA,0,39.950563,-75.164743,"Prince Music Theater","19102",24,4,"PA","True","13:0-17:0","13:0-17:0",NA,"13:0-17:0","13:0-17:0","13:0-17:0",NA,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"False","False",NA,"2",NA,NA,NA,NA,NA,"u'full_bar'","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,"True",NA,NA,"u'quiet'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760 Broad St",NA,"Btv6BlFSJPrqExIREmXdyw","Cinema, Arts & Entertainment","Boise",NA,0,43.6132285,-116.205082,"Regal Edwards Boise Downtown","83702",28,3.5,"ID",NA,"11:0-23:0","0:0-0:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040 Century Way","False","-z2xmsSdn6HJEvQ9iuNopA","Cinema, Arts & Entertainment","Reno",NA,1,39.502883,-119.797811,"Century Park Lane 16","89502",91,3,"NV","True",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False",NA,"False","False",NA,NA,"False","True","u'no'",NA,"u'beer_and_wine'","True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12332 University Mall Ct",NA,"nsz9fhqjfFtCJtd8FLqpjw","Cinema, Arts & Entertainment","Tampa",NA,1,28.0569667,-82.4346014,"Look Dine-In Cinemas","33612",11,2,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220 W Alexander St, Ste 31",NA,"kPe4-W21IEDMCaHXuY66fw","Arts & Entertainment, Cinema","Plant City",NA,1,27.990320035,-82.1232060716,"Premiere Cinemas","33563",13,3.5,"FL",NA,"10:0-23:0",NA,"7:0-22:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
